"","...1","sensor_ID","date_collected","AQI","temperature","County","stcofips","omb","medinc","unemp","pz","day_number"
"1393",1393,52885,2022-03-20,5.464,76.067,"Rowan",37159,"Urban outlying","Middle income","Moderate unemployment","Southwest",79
"1394",1394,6004,2022-03-10,5.454,61.767,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",69
"1395",1395,54095,2022-03-13,5.398,69.867,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1396",1396,28145,2022-03-14,5.342,71.133,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",73
"1397",1397,5872,2022-03-13,5.337,80,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",72
"1398",1398,48745,2022-03-13,5.327,58.6,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",72
"1399",1399,47617,2022-03-13,5.262,54.767,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1400",1400,47483,2022-03-13,5.214,61.6,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1401",1401,12697,2022-03-13,5.197,58,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",72
"1402",1402,3050,2022-03-13,5.156,57.2,"Cumberland",37051,"Urban center","Middle income","Moderate unemployment","Sandhills",72
"1403",1403,12823,2022-03-13,5.154,67.533,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",72
"1404",1404,12747,2022-03-17,5.15,81.1,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",76
"1405",1405,47477,2022-03-13,5.124,62.467,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1406",1406,12747,2022-03-02,5.12,83.267,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",61
"1407",1407,47581,2022-03-08,5.107,84.2,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",67
"1408",1408,6006,2022-03-13,5.102,59.4,"Gaston",37071,"Urban outlying","Middle income","Lower unemployment","Southwest",72
"1409",1409,757,2022-03-08,5.091,83.367,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",67
"1410",1410,28145,2022-03-08,5.082,80,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",67
"1411",1411,47495,2022-03-13,5.06,67.2,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",72
"1412",1412,47465,2022-03-08,5.049,81.2,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",67
"1413",1413,31261,2022-03-10,5.021,56.733,"Yancey",37199,"Not urban","Lower income","Lower unemployment","Northwest",69
"1414",1414,4329,2022-03-13,4.965,61.433,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1415",1415,47559,2022-03-02,4.961,90.75,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",61
"1416",1416,38875,2022-03-17,4.908,75.615,"Pender",37141,"Urban outlying","Higher income","Moderate unemployment","Southeast",76
"1417",1417,47493,2022-03-13,4.902,62.267,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1418",1418,31261,2022-03-12,4.9,59.867,"Yancey",37199,"Not urban","Lower income","Lower unemployment","Northwest",71
"1419",1419,12785,2022-03-15,4.865,88.5,"Halifax",37083,"Urban center","Lower income","Higher unemployment","Northeast",74
"1420",1420,47621,2022-03-13,4.849,55.467,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",72
"1421",1421,11180,2022-03-07,4.782,83.125,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"1422",1422,36451,2022-03-10,4.766,72.5,"Clay",37043,"Not urban","Lower income","Moderate unemployment","Western",69
"1423",1423,47465,2022-03-13,4.736,55.433,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",72
"1424",1424,37403,2022-03-13,4.711,56.833,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1425",1425,36451,2022-03-01,4.687,74.7,"Clay",37043,"Not urban","Lower income","Moderate unemployment","Western",60
"1426",1426,15587,2022-03-13,4.545,64.567,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1427",1427,47457,2022-03-13,4.526,59.967,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1428",1428,28145,2022-03-13,4.492,54.467,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",72
"1429",1429,11644,2022-03-17,4.468,78.967,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"1430",1430,6008,2022-03-13,4.455,64.067,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",72
"1431",1431,45621,2022-03-08,4.44,81.633,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",67
"1432",1432,31619,2022-03-13,4.434,56.867,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1433",1433,47581,2022-03-20,4.428,89.3,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
"1434",1434,48459,2022-03-08,4.425,75.167,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",67
"1435",1435,47559,2022-03-04,4.418,76.467,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",63
"1436",1436,54093,2022-03-13,4.411,53.767,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",72
"1437",1437,48459,2022-03-09,4.361,64.133,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",68
"1438",1438,1334,2022-03-20,4.333,64.367,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",79
"1439",1439,47481,2022-03-13,4.298,60.533,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1440",1440,12689,2022-03-08,4.261,76.067,"Wilkes",37193,"Urban center","Middle income","Lower unemployment","Northwest",67
"1441",1441,12759,2022-03-14,4.235,87.267,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",73
"1442",1442,12807,2022-03-13,4.222,72.9,"Wayne",37191,"Urban center","Middle income","Moderate unemployment","Southeast",72
"1443",1443,12785,2022-03-03,4.221,92.167,"Halifax",37083,"Urban center","Lower income","Higher unemployment","Northeast",62
"1444",1444,5988,2022-03-13,4.201,68.767,"Nash",37127,"Urban center","Middle income","Moderate unemployment","North Central",72
"1445",1445,38875,2022-03-16,4.167,74.067,"Pender",37141,"Urban outlying","Higher income","Moderate unemployment","Southeast",75
"1446",1446,12759,2022-03-04,4.122,81.833,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",63
"1447",1447,57965,2022-03-04,4.121,75.667,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",63
"1448",1448,47559,2022-03-17,4.105,85,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",76
"1449",1449,6022,2022-03-20,4.095,82.467,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",79
"1450",1450,5872,2022-03-10,4.075,84.833,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",69
"1451",1451,6004,2022-03-02,4.036,89,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",61
"1452",1452,12286,2022-03-14,4.028,71.833,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",73
"1453",1453,47505,2022-03-13,3.98,60.5,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1454",1454,36451,2022-03-13,3.948,63.467,"Clay",37043,"Not urban","Lower income","Moderate unemployment","Western",72
"1455",1455,7906,2022-03-13,3.946,67.5,"Duplin",37061,"Not urban","Lower income","Moderate unemployment","Southeast",72
"1456",1456,12689,2022-03-20,3.938,76.6,"Wilkes",37193,"Urban center","Middle income","Lower unemployment","Northwest",79
"1457",1457,6028,2022-03-20,3.919,81.167,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",79
"1458",1458,31261,2022-03-01,3.916,62,"Yancey",37199,"Not urban","Lower income","Lower unemployment","Northwest",60
"1459",1459,47615,2022-03-09,3.91,78,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",68
"1460",1460,12759,2022-03-10,3.907,61.3,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",69
"1461",1461,15591,2022-03-13,3.89,58.067,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1462",1462,47459,2022-03-13,3.886,60.6,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1463",1463,12286,2022-03-13,3.865,57.897,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",72
"1464",1464,12759,2022-03-08,3.831,79.517,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",67
"1465",1465,12787,2022-03-13,3.819,71.667,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",72
"1466",1466,11190,2022-03-13,3.796,57,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1467",1467,47559,2022-03-07,3.794,88.7,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",66
"1468",1468,6008,2022-03-20,3.79,78.267,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",79
"1469",1469,47469,2022-03-13,3.713,54.933,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1470",1470,12747,2022-03-08,3.558,65.333,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",67
"1471",1471,12835,2022-03-13,3.55,63.333,"Lincoln",37109,"Urban outlying","Higher income","Lower unemployment","Southwest",72
"1472",1472,1334,2022-03-13,3.513,55.933,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",72
"1473",1473,1334,2022-03-08,3.454,67.367,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",67
"1474",1474,12286,2022-03-16,3.429,76.633,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",75
"1475",1475,47559,2022-03-20,3.395,83.276,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",79
"1476",1476,31261,2022-03-09,3.373,57.533,"Yancey",37199,"Not urban","Lower income","Lower unemployment","Northwest",68
"1477",1477,12785,2022-03-05,3.359,72.7,"Halifax",37083,"Urban center","Lower income","Higher unemployment","Northeast",64
"1478",1478,47615,2022-03-17,3.359,79.633,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",76
"1479",1479,5872,2022-03-17,3.356,85.533,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",76
"1480",1480,38871,2022-03-20,3.331,77.8,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",79
"1481",1481,1334,2022-03-09,3.262,69.9,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",68
"1482",1482,6004,2022-03-08,3.24,75.4,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",67
"1483",1483,12703,2022-03-20,3.22,75.333,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",79
"1484",1484,38873,2022-03-13,3.204,53.533,"Rockingham",37157,"Urban outlying","Middle income","Moderate unemployment","Piedmont Triad",72
"1485",1485,1326,2022-03-13,3.166,60.933,"Haywood",37087,"Urban center","Middle income","Lower unemployment","Western",72
"1486",1486,47615,2022-03-13,3.09,69,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",72
"1487",1487,57965,2022-03-14,3.081,77.7,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",73
"1488",1488,1334,2022-03-17,3.076,74.367,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",76
"1489",1489,1326,2022-03-20,3.001,67.633,"Haywood",37087,"Urban center","Middle income","Lower unemployment","Western",79
"1490",1490,25561,2022-03-13,2.919,60.833,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1491",1491,48459,2022-03-10,2.886,64.067,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",69
"1492",1492,11644,2022-03-13,2.871,59.933,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1493",1493,12785,2022-03-18,2.865,89,"Halifax",37083,"Urban center","Lower income","Higher unemployment","Northeast",77
"1494",1494,47559,2022-03-08,2.786,82.233,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",67
"1495",1495,12759,2022-03-20,2.756,76.933,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",79
"1496",1496,12747,2022-03-13,2.668,59.267,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",72
"1497",1497,12785,2022-03-11,2.641,62.967,"Halifax",37083,"Urban center","Lower income","Higher unemployment","Northeast",70
"1498",1498,57965,2022-03-16,2.632,68.967,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",75
"1499",1499,57965,2022-03-01,2.61,81.267,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",60
"1500",1500,12689,2022-03-13,2.568,71.3,"Wilkes",37193,"Urban center","Middle income","Lower unemployment","Northwest",72
"1501",1501,47581,2022-03-13,2.52,70.9,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",72
"1502",1502,12747,2022-03-01,2.489,75.448,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",60
"1503",1503,6004,2022-03-20,2.449,76.467,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",79
"1504",1504,38873,2022-03-20,2.39,72.233,"Rockingham",37157,"Urban outlying","Middle income","Moderate unemployment","Piedmont Triad",79
"1505",1505,12785,2022-03-06,2.372,87.7,"Halifax",37083,"Urban center","Lower income","Higher unemployment","Northeast",65
"1506",1506,12785,2022-03-02,2.338,90.7,"Halifax",37083,"Urban center","Lower income","Higher unemployment","Northeast",61
"1507",1507,57965,2022-03-15,2.243,76.267,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",74
"1508",1508,20809,2022-03-13,2.162,58,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",72
"1509",1509,1334,2022-03-01,2.009,67.467,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",60
"1510",1510,12785,2022-03-17,1.988,72.967,"Halifax",37083,"Urban center","Lower income","Higher unemployment","Northeast",76
"1511",1511,12785,2022-03-19,1.974,86.967,"Halifax",37083,"Urban center","Lower income","Higher unemployment","Northeast",78
"1512",1512,12747,2022-03-14,1.967,70.296,"Transylvania",37175,"Urban center","Middle income","Lower unemployment","Western",73
"1513",1513,47497,2022-03-20,1.956,65.259,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",79
